2024-02-28 21:05:49,050 INFO    StreamThr :28640 [internal.py:wandb_internal():86] W&B internal server running at pid: 28640, started at: 2024-02-28 21:05:49.049884
2024-02-28 21:05:49,511 DEBUG   HandlerThread:28640 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-26-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-02-29T02:05:49.507600', 'startedAt': '2024-02-29T02:05:49.048123', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/dofa/Desktop/code/PMC/src/machine_learning/un_supervised/neural_network/train_single.py', 'codePathLocal': 'src/machine_learning/un_supervised/neural_network/train_single.py', 'codePath': 'src/machine_learning/un_supervised/neural_network/train_single.py', 'git': {'remote': 'git@github.com:Y0nyx/PMC.git', 'commit': '471637c4a1a5ad1ad0607e5db7f9f19051482534'}, 'email': '“dofapromo@gmail.com”', 'root': '/home/dofa/Desktop/code/PMC', 'host': 'dofa-MS-7E27', 'username': 'dofa', 'executable': '/home/dofa/miniconda3/envs/test/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4566.52075, 'min': 3000.0, 'max': 4500.0}, 'cpu_freq_per_core': [{'current': 5038.991, 'min': 3000.0, 'max': 4500.0}, {'current': 3679.855, 'min': 3000.0, 'max': 4500.0}, {'current': 3588.359, 'min': 3000.0, 'max': 4500.0}, {'current': 4840.022, 'min': 3000.0, 'max': 4500.0}, {'current': 3840.411, 'min': 3000.0, 'max': 4500.0}, {'current': 4194.225, 'min': 3000.0, 'max': 4500.0}, {'current': 4921.557, 'min': 3000.0, 'max': 4500.0}, {'current': 5450.924, 'min': 3000.0, 'max': 4500.0}, {'current': 3325.435, 'min': 3000.0, 'max': 4500.0}, {'current': 5142.009, 'min': 3000.0, 'max': 4500.0}, {'current': 3349.294, 'min': 3000.0, 'max': 4500.0}, {'current': 4407.265, 'min': 3000.0, 'max': 4500.0}, {'current': 5320.103, 'min': 3000.0, 'max': 4500.0}, {'current': 5261.447, 'min': 3000.0, 'max': 4500.0}, {'current': 5353.78, 'min': 3000.0, 'max': 4500.0}, {'current': 5350.655, 'min': 3000.0, 'max': 4500.0}], 'disk': {'/': {'total': 915.3232879638672, 'used': 58.73194122314453}}, 'gpu': 'NVIDIA GeForce RTX 4070 Ti SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Ti SUPER', 'memory_total': 17171480576}], 'memory': {'total': 61.9537239074707}}
2024-02-28 21:05:49,511 INFO    HandlerThread:28640 [system_monitor.py:probe():224] Finished collecting system info
2024-02-28 21:05:49,511 INFO    HandlerThread:28640 [system_monitor.py:probe():227] Publishing system info
2024-02-28 21:05:49,511 DEBUG   HandlerThread:28640 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-28 21:05:50,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_created():271] file/dir created: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/conda-environment.yaml
2024-02-28 21:05:51,221 DEBUG   HandlerThread:28640 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-28 21:05:51,222 INFO    HandlerThread:28640 [system_monitor.py:probe():229] Finished publishing system info
2024-02-28 21:05:51,225 DEBUG   SenderThread:28640 [sender.py:send():382] send: files
2024-02-28 21:05:51,225 INFO    SenderThread:28640 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-28 21:05:51,228 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: python_packages
2024-02-28 21:05:51,228 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: python_packages
2024-02-28 21:05:51,228 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: stop_status
2024-02-28 21:05:51,228 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: stop_status
2024-02-28 21:05:51,229 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-28 21:05:51,385 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/conda-environment.yaml
2024-02-28 21:05:51,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_created():271] file/dir created: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/wandb-metadata.json
2024-02-28 21:05:51,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_created():271] file/dir created: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/requirements.txt
2024-02-28 21:05:51,437 DEBUG   SenderThread:28640 [sender.py:send():382] send: telemetry
2024-02-28 21:05:51,588 INFO    wandb-upload_0:28640 [upload_job.py:push():131] Uploaded file /tmp/tmp8_dk9orewandb/etomz3rw-wandb-metadata.json
2024-02-28 21:05:52,138 DEBUG   SenderThread:28640 [sender.py:send():382] send: exit
2024-02-28 21:05:52,138 INFO    SenderThread:28640 [sender.py:send_exit():589] handling exit code: 1
2024-02-28 21:05:52,138 INFO    SenderThread:28640 [sender.py:send_exit():591] handling runtime: 2
2024-02-28 21:05:52,138 INFO    SenderThread:28640 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-02-28 21:05:52,139 INFO    SenderThread:28640 [sender.py:send_exit():597] send defer
2024-02-28 21:05:52,139 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,139 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 0
2024-02-28 21:05:52,139 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,139 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 0
2024-02-28 21:05:52,139 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 1
2024-02-28 21:05:52,139 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,139 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 1
2024-02-28 21:05:52,139 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,139 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 1
2024-02-28 21:05:52,139 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 2
2024-02-28 21:05:52,139 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,139 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 2
2024-02-28 21:05:52,139 INFO    HandlerThread:28640 [system_monitor.py:finish():203] Stopping system monitor
2024-02-28 21:05:52,139 DEBUG   SystemMonitor:28640 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-02-28 21:05:52,139 DEBUG   SystemMonitor:28640 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-02-28 21:05:52,139 DEBUG   SystemMonitor:28640 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-02-28 21:05:52,140 INFO    HandlerThread:28640 [interfaces.py:finish():202] Joined cpu monitor
2024-02-28 21:05:52,140 INFO    HandlerThread:28640 [interfaces.py:finish():202] Joined disk monitor
2024-02-28 21:05:52,159 INFO    HandlerThread:28640 [interfaces.py:finish():202] Joined gpu monitor
2024-02-28 21:05:52,159 INFO    HandlerThread:28640 [interfaces.py:finish():202] Joined memory monitor
2024-02-28 21:05:52,160 INFO    HandlerThread:28640 [interfaces.py:finish():202] Joined network monitor
2024-02-28 21:05:52,160 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,160 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 2
2024-02-28 21:05:52,160 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 3
2024-02-28 21:05:52,160 DEBUG   SenderThread:28640 [sender.py:send():382] send: stats
2024-02-28 21:05:52,160 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,160 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 3
2024-02-28 21:05:52,160 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,160 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 3
2024-02-28 21:05:52,160 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 4
2024-02-28 21:05:52,160 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,160 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 4
2024-02-28 21:05:52,160 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,160 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 4
2024-02-28 21:05:52,160 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 5
2024-02-28 21:05:52,160 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,160 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 5
2024-02-28 21:05:52,160 DEBUG   SenderThread:28640 [sender.py:send():382] send: summary
2024-02-28 21:05:52,161 INFO    SenderThread:28640 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-02-28 21:05:52,161 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,161 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 5
2024-02-28 21:05:52,161 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 6
2024-02-28 21:05:52,161 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,161 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 6
2024-02-28 21:05:52,161 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,161 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 6
2024-02-28 21:05:52,163 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: status_report
2024-02-28 21:05:52,264 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 7
2024-02-28 21:05:52,264 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:52,264 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 7
2024-02-28 21:05:52,264 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:52,264 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 7
2024-02-28 21:05:52,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/config.yaml
2024-02-28 21:05:52,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_created():271] file/dir created: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/wandb-summary.json
2024-02-28 21:05:52,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_created():271] file/dir created: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/output.log
2024-02-28 21:05:53,138 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-28 21:05:54,141 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 8
2024-02-28 21:05:54,141 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: poll_exit
2024-02-28 21:05:54,141 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:54,141 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 8
2024-02-28 21:05:54,142 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:54,142 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 8
2024-02-28 21:05:54,142 INFO    SenderThread:28640 [job_builder.py:build():296] Attempting to build job artifact
2024-02-28 21:05:54,142 INFO    SenderThread:28640 [job_builder.py:_get_source_type():426] is repo sourced job
2024-02-28 21:05:54,149 INFO    SenderThread:28640 [job_builder.py:build():402] adding wandb-job metadata file
2024-02-28 21:05:54,152 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 9
2024-02-28 21:05:54,152 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:54,152 DEBUG   SenderThread:28640 [sender.py:send():382] send: artifact
2024-02-28 21:05:54,152 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 9
2024-02-28 21:05:54,386 INFO    Thread-12 :28640 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/output.log
2024-02-28 21:05:54,975 INFO    wandb-upload_0:28640 [upload_job.py:push():89] Uploaded file /home/dofa/.local/share/wandb/artifacts/staging/tmpqfzyo69q
2024-02-28 21:05:54,982 INFO    wandb-upload_1:28640 [upload_job.py:push():89] Uploaded file /home/dofa/.local/share/wandb/artifacts/staging/tmp6q7qcrdf
2024-02-28 21:05:55,138 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-28 21:05:57,006 INFO    SenderThread:28640 [sender.py:send_artifact():1494] sent artifact job-git_github.com_Y0nyx_PMC.git_src_machine_learning_un_supervised_neural_network_train_single.py - {'id': 'QXJ0aWZhY3Q6NzM0OTYxMDY4', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE0Mzk3MTQzOA==', 'latestArtifact': None}}
2024-02-28 21:05:57,006 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:57,006 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 9
2024-02-28 21:05:57,006 INFO    SenderThread:28640 [dir_watcher.py:finish():358] shutting down directory watcher
2024-02-28 21:05:57,387 INFO    SenderThread:28640 [dir_watcher.py:finish():388] scan: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files
2024-02-28 21:05:57,387 INFO    SenderThread:28640 [dir_watcher.py:finish():402] scan save: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/config.yaml config.yaml
2024-02-28 21:05:57,387 INFO    SenderThread:28640 [dir_watcher.py:finish():402] scan save: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/requirements.txt requirements.txt
2024-02-28 21:05:57,387 INFO    SenderThread:28640 [dir_watcher.py:finish():402] scan save: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/wandb-summary.json wandb-summary.json
2024-02-28 21:05:57,387 INFO    SenderThread:28640 [dir_watcher.py:finish():402] scan save: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/wandb-metadata.json wandb-metadata.json
2024-02-28 21:05:57,387 INFO    SenderThread:28640 [dir_watcher.py:finish():402] scan save: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/output.log output.log
2024-02-28 21:05:57,389 INFO    SenderThread:28640 [dir_watcher.py:finish():402] scan save: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/conda-environment.yaml conda-environment.yaml
2024-02-28 21:05:57,390 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 10
2024-02-28 21:05:57,390 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: poll_exit
2024-02-28 21:05:57,390 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:57,391 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 10
2024-02-28 21:05:57,393 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:57,394 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 10
2024-02-28 21:05:57,394 INFO    SenderThread:28640 [file_pusher.py:finish():172] shutting down file pusher
2024-02-28 21:05:57,682 INFO    wandb-upload_0:28640 [upload_job.py:push():131] Uploaded file /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/config.yaml
2024-02-28 21:05:57,748 INFO    wandb-upload_2:28640 [upload_job.py:push():131] Uploaded file /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/wandb-summary.json
2024-02-28 21:05:57,832 INFO    wandb-upload_3:28640 [upload_job.py:push():131] Uploaded file /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/output.log
2024-02-28 21:05:57,844 INFO    wandb-upload_1:28640 [upload_job.py:push():131] Uploaded file /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/requirements.txt
2024-02-28 21:05:57,968 INFO    wandb-upload_4:28640 [upload_job.py:push():131] Uploaded file /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/files/conda-environment.yaml
2024-02-28 21:05:58,139 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-28 21:05:58,140 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: poll_exit
2024-02-28 21:05:58,169 INFO    Thread-11 (_thread_body):28640 [sender.py:transition_state():617] send defer: 11
2024-02-28 21:05:58,169 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:58,169 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 11
2024-02-28 21:05:58,169 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:58,169 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 11
2024-02-28 21:05:58,169 INFO    SenderThread:28640 [file_pusher.py:join():178] waiting for file pusher
2024-02-28 21:05:58,169 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 12
2024-02-28 21:05:58,169 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:58,169 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 12
2024-02-28 21:05:58,169 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:58,170 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 12
2024-02-28 21:05:58,170 INFO    SenderThread:28640 [file_stream.py:finish():595] file stream finish called
2024-02-28 21:05:58,244 INFO    SenderThread:28640 [file_stream.py:finish():599] file stream finish is done
2024-02-28 21:05:58,244 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 13
2024-02-28 21:05:58,244 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:58,244 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 13
2024-02-28 21:05:58,244 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:58,244 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 13
2024-02-28 21:05:58,245 INFO    SenderThread:28640 [sender.py:transition_state():617] send defer: 14
2024-02-28 21:05:58,245 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: defer
2024-02-28 21:05:58,245 INFO    HandlerThread:28640 [handler.py:handle_request_defer():172] handle defer: 14
2024-02-28 21:05:58,245 DEBUG   SenderThread:28640 [sender.py:send():382] send: final
2024-02-28 21:05:58,245 DEBUG   SenderThread:28640 [sender.py:send():382] send: footer
2024-02-28 21:05:58,245 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: defer
2024-02-28 21:05:58,245 INFO    SenderThread:28640 [sender.py:send_request_defer():613] handle sender defer: 14
2024-02-28 21:05:58,245 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-28 21:05:58,245 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: poll_exit
2024-02-28 21:05:58,245 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: poll_exit
2024-02-28 21:05:58,246 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: poll_exit
2024-02-28 21:05:58,246 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: server_info
2024-02-28 21:05:58,246 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: server_info
2024-02-28 21:05:58,246 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: get_summary
2024-02-28 21:05:58,247 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: sampled_history
2024-02-28 21:05:58,247 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-28 21:05:58,247 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: job_info
2024-02-28 21:05:58,319 DEBUG   SenderThread:28640 [sender.py:send_request():409] send_request: job_info
2024-02-28 21:05:58,319 INFO    MainThread:28640 [wandb_run.py:_footer_history_summary_info():3866] rendering history
2024-02-28 21:05:58,319 INFO    MainThread:28640 [wandb_run.py:_footer_history_summary_info():3898] rendering summary
2024-02-28 21:05:58,319 INFO    MainThread:28640 [wandb_run.py:_footer_sync_info():3825] logging synced files
2024-02-28 21:05:58,319 DEBUG   HandlerThread:28640 [handler.py:handle_request():146] handle_request: shutdown
2024-02-28 21:05:58,319 INFO    HandlerThread:28640 [handler.py:finish():869] shutting down handler
2024-02-28 21:05:59,247 INFO    WriterThread:28640 [datastore.py:close():296] close: /home/dofa/Desktop/code/PMC/wandb/run-20240228_210549-px5zir0r/run-px5zir0r.wandb
2024-02-28 21:05:59,319 INFO    SenderThread:28640 [sender.py:finish():1572] shutting down sender
2024-02-28 21:05:59,319 INFO    SenderThread:28640 [file_pusher.py:finish():172] shutting down file pusher
2024-02-28 21:05:59,319 INFO    SenderThread:28640 [file_pusher.py:join():178] waiting for file pusher
